UNITID,PSGRTYPE,XPGREVCT,PGREVCT,XPGEXCLU,PGEXCLU,XPGADJCT,PGADJCT,XPGCMBAC,PGCMBAC,XPGCMOBA,PGCMOBA,XPGCMTOT,PGCMTOT,XSSREVCT,SSREVCT,XSSEXCLU,SSEXCLU,XSSADJCT,SSADJCT,XSSCMBAC,SSCMBAC,XSSCMOBA,SSCMOBA,XSSCMTOT,SSCMTOT,XNRREVCT,NRREVCT,XNREXCLU,NREXCLU,XNRADJCT,NRADJCT,XNRCMBAC,NRCMBAC,XNRCMOBA,NRCMOBA,XNRCMTOT,NRCMTOT,XTTREVCT,TTREVCT,XTTEXCLU,TTEXCLU,XTTADJCT,TTADJCT,XTTCMBAC,TTCMBAC,XTTCMOBA,TTCMOBA,XTTCMTOT,TTCMTOT 
152275, 4,"R",69,"Z",0,"R",69,"A",,"A",,"R",26,"R",7,"Z",0,"R",7,"A",,"A",,"R",4,"R",3,"Z",0,"R",3,"A",,"A",,"R",1,"R",79,"R",0,"R",79,"A",,"A",,"R",31
152309, 4,"R",9,"Z",0,"R",9,"A",,"A",,"R",5,"R",5,"Z",0,"R",5,"A",,"A",,"R",2,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",14,"R",0,"R",14,"A",,"A",,"R",7
152318, 1,"R",84,"R",0,"R",84,"R",71,"R",0,"R",71,"R",266,"R",0,"R",266,"R",234,"R",0,"R",234,"R",209,"R",1,"R",208,"R",175,"R",0,"R",175,"R",559,"R",1,"R",558,"R",480,"R",0,"R",480
152318, 2,"R",84,"R",0,"R",84,"R",71,"R",0,"R",71,"R",266,"R",0,"R",266,"R",234,"R",0,"R",234,"R",209,"R",1,"R",208,"R",175,"R",0,"R",175,"R",559,"R",1,"R",558,"R",480,"R",0,"R",480
152336, 1,"R",173,"R",0,"R",173,"R",70,"R",9,"R",79,"R",115,"R",1,"R",114,"R",58,"R",10,"R",68,"R",97,"R",0,"R",97,"R",60,"R",4,"R",64,"R",385,"R",1,"R",384,"R",188,"R",23,"R",211
152336, 2,"R",155,"R",0,"R",155,"R",66,"R",1,"R",67,"R",99,"R",1,"R",98,"R",56,"R",3,"R",59,"R",86,"R",0,"R",86,"R",56,"R",0,"R",56,"R",340,"R",1,"R",339,"R",178,"R",4,"R",182
152336, 3,"R",18,"Z",0,"R",18,"R",4,"R",8,"R",12,"R",16,"Z",0,"R",16,"R",2,"R",7,"R",9,"R",11,"Z",0,"R",11,"R",4,"R",4,"R",8,"R",45,"R",0,"R",45,"R",10,"R",19,"R",29
152381, 1,"R",37,"R",0,"R",37,"R",19,"R",0,"R",19,"R",12,"R",0,"R",12,"R",9,"R",0,"R",9,"R",12,"R",0,"R",12,"R",6,"R",0,"R",6,"R",61,"R",0,"R",61,"R",34,"R",0,"R",34
152381, 2,"R",37,"Z",0,"R",37,"R",19,"R",0,"R",19,"R",12,"Z",0,"R",12,"R",9,"R",0,"R",9,"R",12,"Z",0,"R",12,"R",6,"R",0,"R",6,"R",61,"R",0,"R",61,"R",34,"R",0,"R",34
152390, 1,"R",113,"R",0,"R",113,"R",85,"R",0,"R",85,"R",129,"R",1,"R",128,"R",107,"R",0,"R",107,"R",195,"R",0,"R",195,"R",153,"R",0,"R",153,"R",437,"R",1,"R",436,"R",345,"R",0,"R",345
152390, 2,"R",113,"R",0,"R",113,"R",85,"R",0,"R",85,"R",129,"R",1,"R",128,"R",107,"R",0,"R",107,"R",195,"R",0,"R",195,"R",153,"R",0,"R",153,"R",437,"R",1,"R",436,"R",345,"R",0,"R",345
152497, 4,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",2,"Z",0,"R",2,"A",,"A",,"R",1,"R",2,"Z",0,"R",2,"A",,"A",,"R",2,"R",4,"R",0,"R",4,"A",,"A",,"R",3
152530, 1,"R",93,"R",0,"R",93,"R",68,"R",0,"R",68,"R",156,"R",0,"R",156,"R",120,"R",0,"R",120,"R",210,"R",0,"R",210,"R",165,"R",0,"R",165,"R",459,"R",0,"R",459,"R",353,"R",0,"R",353
152530, 2,"R",93,"Z",0,"R",93,"R",68,"R",0,"R",68,"R",156,"Z",0,"R",156,"R",120,"R",0,"R",120,"R",210,"Z",0,"R",210,"R",165,"R",0,"R",165,"R",459,"R",0,"R",459,"R",353,"R",0,"R",353
152567, 1,"R",131,"R",0,"R",131,"R",75,"R",2,"R",77,"R",156,"R",0,"R",156,"R",97,"R",1,"R",98,"R",85,"R",1,"R",84,"R",60,"R",0,"R",60,"R",372,"R",1,"R",371,"R",232,"R",3,"R",235
152567, 2,"R",131,"R",0,"R",131,"R",75,"R",2,"R",77,"R",156,"R",0,"R",156,"R",97,"R",1,"R",98,"R",85,"R",1,"R",84,"R",60,"R",0,"R",60,"R",372,"R",1,"R",371,"R",232,"R",3,"R",235
152600, 1,"R",241,"R",0,"R",241,"R",158,"R",0,"R",158,"R",262,"R",0,"R",262,"R",190,"R",0,"R",190,"R",373,"R",0,"R",373,"R",277,"R",0,"R",277,"R",876,"R",0,"R",876,"R",625,"R",0,"R",625
152600, 2,"R",241,"Z",0,"R",241,"R",158,"R",0,"R",158,"R",262,"Z",0,"R",262,"R",190,"R",0,"R",190,"R",373,"Z",0,"R",373,"R",277,"R",0,"R",277,"R",876,"R",0,"R",876,"R",625,"R",0,"R",625
152628, 4,"R",3,"Z",0,"R",3,"A",,"A",,"R",3,"R",2,"Z",0,"R",2,"A",,"A",,"R",2,"R",11,"Z",0,"R",11,"A",,"A",,"R",3,"R",16,"R",0,"R",16,"A",,"A",,"R",8
152637, 1,"R",1337,"R",1,"R",1336,"R",32,"R",229,"R",261,"R",318,"R",0,"R",318,"R",10,"R",95,"R",105,"R",604,"R",0,"R",604,"R",29,"R",213,"R",242,"R",2259,"R",1,"R",2258,"R",71,"R",537,"R",608
152637, 2,"R",27,"Z",0,"R",27,"R",5,"R",2,"R",7,"R",4,"Z",0,"R",4,"R",1,"R",2,"R",3,"R",8,"Z",0,"R",8,"R",2,"R",2,"R",4,"R",39,"R",0,"R",39,"R",8,"R",6,"R",14
152637, 3,"R",1310,"R",1,"R",1309,"R",27,"R",227,"R",254,"R",314,"R",0,"R",314,"R",9,"R",93,"R",102,"R",596,"R",0,"R",596,"R",27,"R",211,"R",238,"R",2220,"R",1,"R",2219,"R",63,"R",531,"R",594
152673, 1,"R",71,"R",0,"R",71,"R",52,"R",0,"R",52,"R",71,"R",0,"R",71,"R",51,"R",0,"R",51,"R",99,"R",0,"R",99,"R",75,"R",0,"R",75,"R",241,"R",0,"R",241,"R",178,"R",0,"R",178
152673, 2,"R",71,"Z",0,"R",71,"R",52,"R",0,"R",52,"R",71,"Z",0,"R",71,"R",51,"R",0,"R",51,"R",99,"Z",0,"R",99,"R",75,"R",0,"R",75,"R",241,"R",0,"R",241,"R",178,"R",0,"R",178
152798, 1,"R",1,"R",0,"R",1,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",1,"R",1
152798, 3,"R",1,"Z",0,"R",1,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",1,"R",1
152992, 1,"R",77,"R",1,"R",76,"R",28,"R",0,"R",28,"R",45,"R",0,"R",45,"R",17,"R",0,"R",17,"R",58,"R",0,"R",58,"R",27,"R",0,"R",27,"R",180,"R",1,"R",179,"R",72,"R",0,"R",72
152992, 2,"R",77,"R",1,"R",76,"R",28,"R",0,"R",28,"R",45,"R",0,"R",45,"R",17,"R",0,"R",17,"R",58,"R",0,"R",58,"R",27,"R",0,"R",27,"R",180,"R",1,"R",179,"R",72,"R",0,"R",72
153001, 1,"R",108,"R",0,"R",108,"R",57,"R",0,"R",57,"R",80,"R",0,"R",80,"R",52,"R",0,"R",52,"R",81,"R",0,"R",81,"R",53,"R",0,"R",53,"R",269,"R",0,"R",269,"R",162,"R",0,"R",162
153001, 2,"R",108,"Z",0,"R",108,"R",57,"R",0,"R",57,"R",80,"Z",0,"R",80,"R",52,"R",0,"R",52,"R",81,"Z",0,"R",81,"R",53,"R",0,"R",53,"R",269,"R",0,"R",269,"R",162,"R",0,"R",162
153074, 4,"R",27,"Z",0,"R",27,"A",,"A",,"R",18,"R",13,"Z",0,"R",13,"A",,"A",,"R",10,"R",4,"Z",0,"R",4,"A",,"A",,"R",3,"R",44,"R",0,"R",44,"A",,"A",,"R",31
153083, 4,"R",10,"Z",0,"R",10,"A",,"A",,"R",6,"R",6,"Z",0,"R",6,"A",,"A",,"R",5,"R",4,"Z",0,"R",4,"A",,"A",,"R",4,"R",20,"R",0,"R",20,"A",,"A",,"R",15
153108, 1,"R",94,"R",0,"R",94,"R",51,"R",0,"R",51,"R",126,"R",0,"R",126,"R",90,"R",0,"R",90,"R",89,"R",0,"R",89,"R",65,"R",0,"R",65,"R",309,"R",0,"R",309,"R",206,"R",0,"R",206
153108, 2,"R",94,"Z",0,"R",94,"R",51,"R",0,"R",51,"R",126,"Z",0,"R",126,"R",90,"R",0,"R",90,"R",89,"Z",0,"R",89,"R",65,"R",0,"R",65,"R",309,"R",0,"R",309,"R",206,"R",0,"R",206
153126, 1,"R",68,"R",1,"R",67,"R",39,"R",0,"R",39,"R",65,"R",0,"R",65,"R",43,"R",0,"R",43,"R",48,"R",0,"R",48,"R",32,"R",0,"R",32,"R",181,"R",1,"R",180,"R",114,"R",0,"R",114
153126, 2,"R",68,"R",1,"R",67,"R",39,"R",0,"R",39,"R",65,"R",0,"R",65,"R",43,"R",0,"R",43,"R",48,"R",0,"R",48,"R",32,"R",0,"R",32,"R",181,"R",1,"R",180,"R",114,"R",0,"R",114
153144, 1,"R",118,"R",0,"R",118,"R",71,"R",0,"R",71,"R",146,"R",0,"R",146,"R",94,"R",0,"R",94,"R",124,"R",0,"R",124,"R",90,"R",0,"R",90,"R",388,"R",0,"R",388,"R",255,"R",0,"R",255
153144, 2,"R",118,"Z",0,"R",118,"R",71,"R",0,"R",71,"R",146,"Z",0,"R",146,"R",94,"R",0,"R",94,"R",124,"Z",0,"R",124,"R",90,"R",0,"R",90,"R",388,"R",0,"R",388,"R",255,"R",0,"R",255
153162, 1,"R",92,"R",0,"R",92,"R",60,"R",0,"R",60,"R",82,"R",0,"R",82,"R",60,"R",0,"R",60,"R",96,"R",0,"R",96,"R",66,"R",0,"R",66,"R",270,"R",0,"R",270,"R",186,"R",0,"R",186
153162, 2,"R",92,"Z",0,"R",92,"R",60,"R",0,"R",60,"R",82,"Z",0,"R",82,"R",60,"R",0,"R",60,"R",96,"Z",0,"R",96,"R",66,"R",0,"R",66,"R",270,"R",0,"R",270,"R",186,"R",0,"R",186
153214, 4,"R",821,"Z",0,"R",821,"A",,"A",,"R",217,"R",185,"Z",0,"R",185,"A",,"A",,"R",58,"R",816,"Z",0,"R",816,"A",,"A",,"R",288,"R",1822,"R",0,"R",1822,"A",,"A",,"R",563
153241, 1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1
153241, 2,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1
153250, 1,"R",114,"R",0,"R",114,"R",75,"R",7,"R",82,"R",102,"R",0,"R",102,"R",76,"R",1,"R",77,"R",164,"R",0,"R",164,"R",124,"R",3,"R",127,"R",380,"R",0,"R",380,"R",275,"R",11,"R",286
153250, 2,"R",107,"Z",0,"R",107,"R",75,"R",0,"R",75,"R",101,"Z",0,"R",101,"R",76,"R",0,"R",76,"R",161,"Z",0,"R",161,"R",124,"R",0,"R",124,"R",369,"R",0,"R",369,"R",275,"R",0,"R",275
153250, 3,"R",7,"Z",0,"R",7,"Z",0,"R",7,"R",7,"R",1,"Z",0,"R",1,"Z",0,"R",1,"R",1,"R",3,"Z",0,"R",3,"Z",0,"R",3,"R",3,"R",11,"R",0,"R",11,"R",0,"R",11,"R",11
153269, 1,"R",142,"R",0,"R",142,"R",95,"R",0,"R",95,"R",222,"R",2,"R",220,"R",184,"R",0,"R",184,"R",486,"R",1,"R",485,"R",409,"R",0,"R",409,"R",850,"R",3,"R",847,"R",688,"R",0,"R",688
153269, 2,"R",132,"R",0,"R",132,"R",87,"R",0,"R",87,"R",184,"R",1,"R",183,"R",151,"R",0,"R",151,"R",432,"R",1,"R",431,"R",359,"R",0,"R",359,"R",748,"R",2,"R",746,"R",597,"R",0,"R",597
153269, 3,"R",10,"R",0,"R",10,"R",8,"R",0,"R",8,"R",38,"R",1,"R",37,"R",33,"R",0,"R",33,"R",54,"R",0,"R",54,"R",50,"R",0,"R",50,"R",102,"R",1,"R",101,"R",91,"R",0,"R",91
153278, 1,"R",230,"R",1,"R",229,"R",80,"R",0,"R",80,"R",130,"R",0,"R",130,"R",63,"R",0,"R",63,"R",83,"R",5,"R",78,"R",44,"R",0,"R",44,"R",443,"R",6,"R",437,"R",187,"R",0,"R",187
153278, 2,"R",230,"R",1,"R",229,"R",80,"R",0,"R",80,"R",130,"R",0,"R",130,"R",63,"R",0,"R",63,"R",83,"R",5,"R",78,"R",44,"R",0,"R",44,"R",443,"R",6,"R",437,"R",187,"R",0,"R",187
153296, 4,"R",152,"Z",0,"R",152,"A",,"A",,"R",33,"R",52,"Z",0,"R",52,"A",,"A",,"R",18,"R",87,"Z",0,"R",87,"A",,"A",,"R",34,"R",291,"R",0,"R",291,"A",,"A",,"R",85
153302, 1,"R",16,"R",0,"R",16,"R",7,"R",1,"R",8,"R",4,"R",0,"R",4,"R",0,"R",2,"R",2,"R",13,"R",0,"R",13,"R",5,"R",7,"R",12,"R",33,"R",0,"R",33,"R",12,"R",10,"R",22
153302, 2,"R",15,"Z",0,"R",15,"R",6,"R",1,"R",7,"R",4,"Z",0,"R",4,"R",0,"R",2,"R",2,"R",9,"Z",0,"R",9,"R",5,"R",4,"R",9,"R",28,"R",0,"R",28,"R",11,"R",7,"R",18
153302, 3,"R",1,"Z",0,"R",1,"R",1,"R",0,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",4,"Z",0,"R",4,"R",0,"R",3,"R",3,"R",5,"R",0,"R",5,"R",1,"R",3,"R",4
153311, 4,"R",274,"R",1,"R",273,"A",,"A",,"R",90,"R",32,"R",0,"R",32,"A",,"A",,"R",9,"R",241,"R",0,"R",241,"A",,"A",,"R",104,"R",547,"R",1,"R",546,"A",,"A",,"R",203
153320, 1,"R",33,"R",0,"R",33,"R",9,"R",5,"R",14,"R",8,"R",0,"R",8,"R",2,"R",2,"R",4,"R",19,"R",0,"R",19,"R",4,"R",4,"R",8,"R",60,"R",0,"R",60,"R",15,"R",11,"R",26
153320, 2,"R",22,"Z",0,"R",22,"R",9,"R",0,"R",9,"R",5,"Z",0,"R",5,"R",2,"R",0,"R",2,"R",8,"Z",0,"R",8,"R",3,"R",0,"R",3,"R",35,"R",0,"R",35,"R",14,"R",0,"R",14
153320, 3,"R",11,"Z",0,"R",11,"R",0,"R",5,"R",5,"R",3,"Z",0,"R",3,"R",0,"R",2,"R",2,"R",11,"Z",0,"R",11,"R",1,"R",4,"R",5,"R",25,"R",0,"R",25,"R",1,"R",11,"R",12
153339, 4,"R",7,"Z",0,"R",7,"A",,"A",,"R",4,"R",3,"Z",0,"R",3,"A",,"A",,"R",3,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",11,"R",0,"R",11,"A",,"A",,"R",8
153366, 1,"R",153,"R",0,"R",153,"R",56,"R",0,"R",56,"R",77,"R",1,"R",76,"R",38,"R",0,"R",38,"R",96,"R",0,"R",96,"R",57,"R",0,"R",57,"R",326,"R",1,"R",325,"R",151,"R",0,"R",151
153366, 2,"R",153,"R",0,"R",153,"R",56,"R",0,"R",56,"R",77,"R",1,"R",76,"R",38,"R",0,"R",38,"R",96,"R",0,"R",96,"R",57,"R",0,"R",57,"R",326,"R",1,"R",325,"R",151,"R",0,"R",151
153375, 1,"R",105,"R",1,"R",104,"R",53,"R",0,"R",53,"R",81,"R",0,"R",81,"R",44,"R",0,"R",44,"R",112,"R",1,"R",111,"R",65,"R",0,"R",65,"R",298,"R",2,"R",296,"R",162,"R",0,"R",162
153375, 2,"R",105,"R",1,"R",104,"R",53,"R",0,"R",53,"R",81,"R",0,"R",81,"R",44,"R",0,"R",44,"R",112,"R",1,"R",111,"R",65,"R",0,"R",65,"R",298,"R",2,"R",296,"R",162,"R",0,"R",162
153384, 1,"R",104,"R",0,"R",104,"R",104,"R",0,"R",104,"R",102,"R",0,"R",102,"R",102,"R",0,"R",102,"R",217,"R",0,"R",217,"R",169,"R",0,"R",169,"R",423,"R",0,"R",423,"R",375,"R",0,"R",375
153384, 2,"R",104,"Z",0,"R",104,"R",104,"R",0,"R",104,"R",102,"Z",0,"R",102,"R",102,"R",0,"R",102,"R",217,"Z",0,"R",217,"R",169,"R",0,"R",169,"R",423,"R",0,"R",423,"R",375,"R",0,"R",375
153427, 1,"R",59,"R",0,"R",59,"R",0,"R",44,"R",44,"R",14,"R",0,"R",14,"R",0,"R",13,"R",13,"R",6,"R",0,"R",6,"R",0,"R",4,"R",4,"R",79,"R",0,"R",79,"R",0,"R",61,"R",61
153427, 3,"R",59,"Z",0,"R",59,"Z",0,"R",44,"R",44,"R",14,"Z",0,"R",14,"Z",0,"R",13,"R",13,"R",6,"Z",0,"R",6,"Z",0,"R",4,"R",4,"R",79,"R",0,"R",79,"R",0,"R",61,"R",61
153445, 4,"R",387,"Z",0,"R",387,"A",,"A",,"R",98,"R",135,"Z",0,"R",135,"A",,"A",,"R",45,"R",318,"Z",0,"R",318,"A",,"A",,"R",102,"R",840,"R",0,"R",840,"A",,"A",,"R",245
153463, 4,"R",12,"Z",0,"R",12,"A",,"A",,"R",7,"R",3,"Z",0,"R",3,"A",,"A",,"R",2,"R",2,"Z",0,"R",2,"A",,"A",,"R",2,"R",17,"R",0,"R",17,"A",,"A",,"R",11
153472, 4,"R",519,"R",0,"R",519,"A",,"A",,"R",172,"R",121,"R",3,"R",118,"A",,"A",,"R",67,"R",318,"R",0,"R",318,"A",,"A",,"R",126,"R",958,"R",3,"R",955,"A",,"A",,"R",365
153524, 4,"R",625,"R",0,"R",625,"A",,"A",,"R",184,"R",178,"R",1,"R",177,"A",,"A",,"R",73,"R",356,"R",0,"R",356,"A",,"A",,"R",124,"R",1159,"R",1,"R",1158,"A",,"A",,"R",381
153533, 4,"R",137,"Z",0,"R",137,"A",,"A",,"R",82,"R",51,"Z",0,"R",51,"A",,"A",,"R",20,"R",130,"Z",0,"R",130,"A",,"A",,"R",63,"R",318,"R",0,"R",318,"A",,"A",,"R",165
153588, 4,"R",19,"Z",0,"R",19,"A",,"A",,"R",17,"R",3,"Z",0,"R",3,"A",,"A",,"R",0,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",22,"R",0,"R",22,"A",,"A",,"R",17
153597, 4,"R",19,"Z",0,"R",19,"A",,"A",,"R",14,"R",9,"Z",0,"R",9,"A",,"A",,"R",7,"R",4,"Z",0,"R",4,"A",,"A",,"R",3,"R",32,"R",0,"R",32,"A",,"A",,"R",24
153603, 1,"R",1206,"R",0,"R",1206,"R",780,"R",0,"R",780,"R",1041,"R",0,"R",1041,"R",734,"R",0,"R",734,"R",3796,"R",0,"R",3796,"R",2961,"R",0,"R",2961,"R",6043,"R",0,"R",6043,"R",4475,"R",0,"R",4475
153603, 2,"R",1206,"Z",0,"R",1206,"R",780,"R",0,"R",780,"R",1041,"Z",0,"R",1041,"R",734,"R",0,"R",734,"R",3796,"Z",0,"R",3796,"R",2961,"R",0,"R",2961,"R",6043,"R",0,"R",6043,"R",4475,"R",0,"R",4475
153621, 1,"R",52,"R",0,"R",52,"R",11,"R",0,"R",11,"R",27,"R",0,"R",27,"R",9,"R",0,"R",9,"R",23,"R",0,"R",23,"R",12,"R",0,"R",12,"R",102,"R",0,"R",102,"R",32,"R",0,"R",32
153621, 2,"R",52,"Z",0,"R",52,"R",11,"R",0,"R",11,"R",27,"Z",0,"R",27,"R",9,"R",0,"R",9,"R",23,"Z",0,"R",23,"R",12,"R",0,"R",12,"R",102,"R",0,"R",102,"R",32,"R",0,"R",32
153630, 4,"R",494,"R",1,"R",493,"A",,"A",,"R",124,"R",112,"R",0,"R",112,"A",,"A",,"R",36,"R",315,"R",0,"R",315,"A",,"A",,"R",112,"R",921,"R",1,"R",920,"A",,"A",,"R",272
153658, 1,"R",796,"R",0,"R",796,"R",474,"R",0,"R",474,"R",663,"R",0,"R",663,"R",458,"R",0,"R",458,"R",2810,"R",0,"R",2810,"R",2151,"R",0,"R",2151,"R",4269,"R",0,"R",4269,"R",3083,"R",0,"R",3083
153658, 2,"R",796,"Z",0,"R",796,"R",474,"R",0,"R",474,"R",663,"Z",0,"R",663,"R",458,"R",0,"R",458,"R",2810,"Z",0,"R",2810,"R",2151,"R",0,"R",2151,"R",4269,"R",0,"R",4269,"R",3083,"R",0,"R",3083
153737, 4,"R",911,"R",0,"R",911,"A",,"A",,"R",229,"R",257,"R",0,"R",257,"A",,"A",,"R",88,"R",872,"R",2,"R",870,"A",,"A",,"R",340,"R",2040,"R",2,"R",2038,"A",,"A",,"R",657
153746, 4,"R",14,"Z",0,"R",14,"A",,"A",,"R",6,"R",4,"Z",0,"R",4,"A",,"A",,"R",1,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",18,"R",0,"R",18,"A",,"A",,"R",7
153764, 4,"R",34,"Z",0,"R",34,"A",,"A",,"R",14,"R",4,"Z",0,"R",4,"A",,"A",,"R",3,"R",13,"Z",0,"R",13,"A",,"A",,"R",8,"R",51,"R",0,"R",51,"A",,"A",,"R",25
153773, 4,"R",27,"Z",0,"R",27,"A",,"A",,"R",18,"R",9,"Z",0,"R",9,"A",,"A",,"R",9,"R",8,"Z",0,"R",8,"A",,"A",,"R",5,"R",44,"R",0,"R",44,"A",,"A",,"R",32
153782, 4,"R",23,"Z",0,"R",23,"A",,"A",,"R",10,"R",2,"Z",0,"R",2,"A",,"A",,"R",2,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",26,"R",0,"R",26,"A",,"A",,"R",13
153825, 1,"R",104,"R",0,"R",104,"R",58,"R",0,"R",58,"R",122,"R",1,"R",121,"R",80,"R",0,"R",80,"R",184,"R",3,"R",181,"R",133,"R",0,"R",133,"R",410,"R",4,"R",406,"R",271,"R",0,"R",271
153825, 2,"R",104,"R",0,"R",104,"R",58,"R",0,"R",58,"R",122,"R",1,"R",121,"R",80,"R",0,"R",80,"R",184,"R",3,"R",181,"R",133,"R",0,"R",133,"R",410,"R",4,"R",406,"R",271,"R",0,"R",271
153834, 1,"R",130,"R",0,"R",130,"R",84,"R",0,"R",84,"R",218,"R",0,"R",218,"R",168,"R",0,"R",168,"R",279,"R",0,"R",279,"R",219,"R",0,"R",219,"R",627,"R",0,"R",627,"R",471,"R",0,"R",471
153834, 2,"R",130,"Z",0,"R",130,"R",84,"R",0,"R",84,"R",218,"Z",0,"R",218,"R",168,"R",0,"R",168,"R",279,"Z",0,"R",279,"R",219,"R",0,"R",219,"R",627,"R",0,"R",627,"R",471,"R",0,"R",471
153861, 1,"R",9,"R",0,"R",9,"R",5,"R",0,"R",5,"R",2,"R",0,"R",2,"R",2,"R",0,"R",2,"R",7,"R",0,"R",7,"R",5,"R",0,"R",5,"R",18,"R",0,"R",18,"R",12,"R",0,"R",12
153861, 2,"R",9,"Z",0,"R",9,"R",5,"R",0,"R",5,"R",2,"Z",0,"R",2,"R",2,"R",0,"R",2,"R",7,"Z",0,"R",7,"R",5,"R",0,"R",5,"R",18,"R",0,"R",18,"R",12,"R",0,"R",12
153922, 4,"R",153,"Z",0,"R",153,"A",,"A",,"R",43,"R",25,"Z",0,"R",25,"A",,"A",,"R",11,"R",119,"Z",0,"R",119,"A",,"A",,"R",41,"R",297,"R",0,"R",297,"A",,"A",,"R",95
153977, 1,"R",16,"R",0,"R",16,"R",0,"R",5,"R",5,"R",10,"R",0,"R",10,"R",1,"R",3,"R",4,"R",4,"R",0,"R",4,"R",0,"R",1,"R",1,"R",30,"R",0,"R",30,"R",1,"R",9,"R",10
153977, 2,"R",1,"Z",0,"R",1,"Z",0,"R",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0
153977, 3,"R",15,"Z",0,"R",15,"R",0,"R",5,"R",5,"R",9,"Z",0,"R",9,"R",1,"R",3,"R",4,"R",4,"Z",0,"R",4,"R",0,"R",1,"R",1,"R",28,"R",0,"R",28,"R",1,"R",9,"R",10
154004, 1,"R",129,"R",0,"R",129,"R",71,"R",0,"R",71,"R",142,"R",0,"R",142,"R",95,"R",0,"R",95,"R",86,"R",0,"R",86,"R",54,"R",0,"R",54,"R",357,"R",0,"R",357,"R",220,"R",0,"R",220
154004, 2,"R",129,"Z",0,"R",129,"R",71,"R",0,"R",71,"R",142,"Z",0,"R",142,"R",95,"R",0,"R",95,"R",86,"Z",0,"R",86,"R",54,"R",0,"R",54,"R",357,"R",0,"R",357,"R",220,"R",0,"R",220
154013, 1,"R",46,"R",0,"R",46,"R",38,"R",0,"R",38,"R",64,"R",0,"R",64,"R",44,"R",0,"R",44,"R",44,"R",0,"R",44,"R",17,"R",0,"R",17,"R",154,"R",0,"R",154,"R",99,"R",0,"R",99
154013, 2,"R",46,"Z",0,"R",46,"R",38,"R",0,"R",38,"R",64,"Z",0,"R",64,"R",44,"R",0,"R",44,"R",44,"Z",0,"R",44,"R",17,"R",0,"R",17,"R",154,"R",0,"R",154,"R",99,"R",0,"R",99
154022, 1,"R",2802,"R",4,"R",2798,"R",172,"R",50,"R",222,"R",180,"R",0,"R",180,"R",15,"R",2,"R",17,"R",217,"R",0,"R",217,"R",6,"R",3,"R",9,"R",3199,"R",4,"R",3195,"R",193,"R",55,"R",248
154022, 2,"R",2439,"R",4,"R",2435,"R",172,"R",5,"R",177,"R",169,"R",0,"R",169,"R",15,"R",0,"R",15,"R",200,"R",0,"R",200,"R",6,"R",1,"R",7,"R",2808,"R",4,"R",2804,"R",193,"R",6,"R",199
154022, 3,"R",363,"Z",0,"R",363,"Z",0,"R",45,"R",45,"R",11,"Z",0,"R",11,"Z",0,"R",2,"R",2,"R",17,"Z",0,"R",17,"Z",0,"R",2,"R",2,"R",391,"R",0,"R",391,"R",0,"R",49,"R",49
154059, 4,"R",258,"Z",0,"R",258,"A",,"A",,"R",83,"R",62,"Z",0,"R",62,"A",,"A",,"R",29,"R",297,"Z",0,"R",297,"A",,"A",,"R",175,"R",617,"R",0,"R",617,"A",,"A",,"R",287
154095, 1,"R",398,"R",0,"R",398,"R",253,"R",0,"R",253,"R",347,"R",2,"R",345,"R",208,"R",0,"R",208,"R",944,"R",1,"R",943,"R",676,"R",0,"R",676,"R",1689,"R",3,"R",1686,"R",1137,"R",0,"R",1137
154095, 2,"R",398,"R",0,"R",398,"R",253,"R",0,"R",253,"R",347,"R",2,"R",345,"R",208,"R",0,"R",208,"R",944,"R",1,"R",943,"R",676,"R",0,"R",676,"R",1689,"R",3,"R",1686,"R",1137,"R",0,"R",1137
