university,degree,perc_men,perc_women,perc_aian,perc_asian,perc_black,perc_hisp,perc_white,perc_nhpi,perc_undergrad_grants,perc_undergrad_pell,perc_undergrad_loans
102845,Bachelors,35.13513513513514,64.86486486486487,5.405405405405405,2.7027027027027026,2.7027027027027026,16.216216216216218,62.16216216216216,5.405405405405405,80,62,70
103893,Associates,21.27659574468085,78.72340425531915,1.702127659574468,4.680851063829787,2.9787234042553195,31.48936170212766,51.91489361702127,0.425531914893617,48,48,54
104151,Bachelors,55.157324442592206,44.84267555740779,0.9585330277141072,7.168160033340279,3.1360700145863722,18.212127526568032,51.229422796415925,0.26047093144405087,79,29,34
104151,Masters,60.40800906686815,39.59199093313185,0.5289006422364941,5.402342274272762,1.5489233094068757,8.08462410275784,35.24744994333208,0.07555723460521345,79,29,34
104160,Associates,42.077922077922075,57.92207792207792,0.6493506493506493,1.0389610389610389,4.1558441558441555,69.48051948051948,18.051948051948052,0.5194805194805194,50,43,2
104179,Bachelors,47.000542888165036,52.99945711183496,1.0586319218241043,5.836047774158523,3.1894679695982626,23.846362649294246,52.565146579804555,0.25787187839305103,68,29,36
104179,Masters,44.627299128751204,55.372700871248796,1.5004840271055178,5.130687318489835,3.1945788964181996,15.004840271055178,50.82284607938045,0.0968054211035818,68,29,36
104346,Associates,37.97250859106529,62.02749140893471,3.608247422680412,1.8900343642611683,6.529209621993128,29.553264604810998,42.2680412371134,0.3436426116838488,55,41,9
104425,Associates,63.18504190844616,36.814958091553834,0.4513217279174726,2.8368794326241136,9.993552546744036,25.78981302385558,54.09413281753708,0.4513217279174726,45,37,6
104577,Associates,52.92153589315526,47.07846410684474,4.841402337228715,0.333889816360601,5.843071786310518,21.535893155258766,60.434056761268785,1.669449081803005,29,18,0
104586,Bachelors,73.73068432671081,26.269315673289185,0.44150110375275936,5.077262693156733,1.7660044150110374,10.816777041942604,59.82339955849889,0.44150110375275936,92,23,44
104708,Associates,41.50525733259546,58.494742667404545,1.4388489208633095,4.648588821250692,4.5932484781405645,33.757609297177645,47.20531267293857,0.4980630879911455,42,31,9
104717,Bachelors,25.897367721350705,74.1026322786493,0.9394664539572809,5.654524505893822,14.216077284410176,17.637153239386688,50.172826375963844,0.6204023752548081,71,45,58
104717,Masters,22.90397322577877,77.09602677422123,0.8324036728739381,4.419462799279156,20.947395520466834,14.125117995365999,47.9275722989788,0.38616665236419806,71,45,58
105145,Associates,32.104454685099846,67.89554531490015,2.9185867895545314,3.9938556067588324,8.90937019969278,35.944700460829495,42.242703533026116,0.30721966205837176,43,30,14
105154,Associates,45.56830031282586,54.43169968717414,2.659019812304484,4.588112617309697,5.109489051094891,25.23461939520334,52.24191866527633,0.2606882168925964,36,26,12
105206,Associates,24.53416149068323,75.46583850931677,1.2422360248447204,2.484472049689441,0.3105590062111801,21.428571428571427,70.4968944099379,0.9316770186335404,45,39,11
105330,Bachelors,37.47280334728033,62.52719665271967,1.6903765690376569,2.3096234309623433,2.945606694560669,24.518828451882847,57.84100418410042,0.11715481171548119,72,34,42
105330,Masters,28.28525641025641,71.71474358974359,3.205128205128205,1.7628205128205128,4.407051282051282,16.826923076923077,64.34294871794873,0.2403846153846154,72,34,42
105428,Associates,32.850241545893724,67.14975845410628,2.7053140096618358,3.6714975845410627,8.019323671497585,52.85024154589372,24.444444444444443,0.2898550724637681,46,34,11
105525,Associates,41.674595623215986,58.32540437678402,1.8078020932445291,2.806850618458611,4.804947668886775,41.2464319695528,41.2464319695528,0.23786869647954328,37,34,12
105534,Associates,22.911694510739856,77.08830548926015,1.9093078758949882,7.875894988066825,6.921241050119331,31.742243436754176,40.81145584725537,0.7159904534606205,36,32,36
105534,Bachelors,29.819277108433734,70.18072289156626,1.2048192771084338,8.132530120481928,6.927710843373494,19.879518072289155,54.81927710843374,1.2048192771084338,36,32,36
105668,Associates,39.61136023916293,60.38863976083707,2.391629297458894,3.587443946188341,5.5306427503736915,20.179372197309416,57.847533632286996,0.14947683109118087,18,11,8
105747,Associates,43.162901307966706,56.837098692033294,4.161712247324614,1.78359096313912,2.4970273483947683,20.92746730083234,61.47443519619501,0.23781212841854932,24,15,9
105792,Associates,40.97035040431267,59.02964959568733,4.5822102425876015,2.15633423180593,15.363881401617252,55.79514824797843,15.09433962264151,0.5390835579514826,53,38,10
105899,Bachelors,62.04379562043796,37.95620437956204,0.7299270072992701,0.7299270072992701,12.408759124087592,17.51824817518248,52.55474452554745,1.4598540145985401,79,31,57
106041,Associates,96.02409638554217,3.975903614457831,6.265060240963856,3.8554216867469884,3.132530120481928,27.469879518072286,44.33734939759036,2.6506024096385543,72,54,62
106148,Associates,34.26966292134831,65.73033707865169,2.247191011235955,0.9363295880149813,1.3108614232209739,12.54681647940075,59.737827715355806,0.18726591760299627,32,27,7
106397,Bachelors,44.74555233760861,55.25444766239139,0.703351261894911,2.068680182043856,4.054613156805957,7.90235829540753,77.53413322300372,0.1034340091021928,54,19,37
106397,Masters,49.45553539019964,50.544464609800364,1.3611615245009074,1.8148820326678767,5.807622504537205,5.626134301270418,71.59709618874773,0.09074410163339383,54,19,37
106449,Associates,34.9146110056926,65.08538899430741,0.3795066413662239,0.9487666034155597,5.88235294117647,5.502846299810247,82.35294117647058,0.18975332068311196,54,37,14
106458,Masters,30.870020964360588,69.12997903563941,0.7337526205450734,0.9958071278825996,11.89727463312369,3.0922431865828095,74.1090146750524,0.052410901467505246,75,40,50
106485,Bachelors,40.79254079254079,59.20745920745921,0.6993006993006993,0.6993006993006993,19.58041958041958,3.263403263403263,71.0955710955711,0.2331002331002331,74,49,46
106704,Bachelors,40.89603676048248,59.10396323951752,0.6318207926479035,3.1016657093624356,15.565766800689259,5.1694428489373925,67.37507179781734,0.05743825387708214,84,39,47
107141,Bachelors,40.73226544622426,59.26773455377574,2.059496567505721,1.3729977116704806,2.745995423340961,5.949656750572083,74.14187643020595,0.2288329519450801,75,29,44
107512,Bachelors,47.97507788161994,52.024922118380054,0.6230529595015576,0.3115264797507788,6.5420560747663545,2.4922118380062304,85.98130841121495,0.3115264797507788,91,26,61
107585,Associates,36.01036269430052,63.98963730569949,0.5181347150259068,0.5181347150259068,4.922279792746114,7.512953367875648,75.64766839378238,0.2590673575129534,78,52,20
107664,Associates,28.551724137931032,71.44827586206897,0.5517241379310345,2.206896551724138,41.10344827586207,6.344827586206897,42.06896551724138,0.27586206896551724,64,53,43
107983,Associates,39.46666666666667,60.53333333333333,1.0666666666666667,0.5333333333333333,23.733333333333334,4.266666666666667,67.46666666666667,0.8,91,49,76
107983,Bachelors,43.24324324324324,56.75675675675676,1.0395010395010396,1.4553014553014554,21.82952182952183,4.5738045738045745,66.52806652806653,0.6237006237006237,91,49,76
108232,Bachelors,42.26375908618899,57.73624091381101,0.4153686396677051,7.892004153686397,3.7383177570093453,9.657320872274143,20.976116303219104,0.726895119418484,50,36,47
108232,Masters,32.961783439490446,67.03821656050955,0.15923566878980894,4.378980891719745,3.1847133757961785,4.538216560509554,13.296178343949045,0.15923566878980894,50,36,47
108667,Associates,32.269503546099294,67.73049645390071,0.3546099290780142,39.71631205673759,16.666666666666664,18.439716312056735,11.347517730496454,1.773049645390071,54,16,0
108807,Associates,39.154929577464785,60.84507042253521,0.4694835680751174,3.943661971830986,0.8450704225352111,62.159624413145544,27.230046948356808,0.09389671361502347,61,22,1
109208,Associates,37.267384916748284,62.732615083251716,0.4897159647404506,12.438785504407443,7.247796278158668,20.470127326150834,48.77571008814887,0.930460333006856,53,22,3
109350,Associates,34.57875457875458,65.42124542124542,0.07326007326007326,4.542124542124542,10.476190476190476,54.35897435897436,23.296703296703296,0.07326007326007326,77,43,7
109651,Bachelors,46.924829157175395,53.075170842824605,0.683371298405467,33.94077448747153,1.1389521640091116,11.617312072892938,17.995444191343964,0.45558086560364464,68,28,44
109785,Bachelors,30.702836004932184,69.2971639950678,0.2466091245376079,11.282367447595561,5.980271270036992,28.606658446362516,37.97780517879161,1.3563501849568433,92,31,44
109785,Masters,28.152969894222945,71.84703010577705,0.6509357200976403,11.228641171684297,6.427990235964199,29.0480065093572,34.01139137510171,0.9764035801464606,92,31,44
109819,Associates,37.19224724986904,62.807752750130966,0.20953378732320588,5.500261917234154,2.7239392352016765,66.21267679413305,20.74384494499738,0.20953378732320588,64,33,1
109907,Associates,33.7468982630273,66.25310173697271,0.49627791563275436,3.225806451612903,12.903225806451612,38.21339950372209,31.017369727047146,1.240694789081886,79,52,0
110219,Associates,30.8,69.19999999999999,1.6,0.4,16.8,4.8,43.6,0.4,70,70,68
110246,Associates,42.41181296144381,57.58818703855619,1.3125512715340444,7.793273174733388,1.4766201804757997,25.8408531583265,55.70139458572601,0.41017227235438886,66,37,5
110334,Associates,37.89473684210527,62.10526315789474,0.08771929824561403,2.807017543859649,0.7017543859649122,45.614035087719294,43.24561403508772,0.08771929824561403,50,20,1
110361,Bachelors,34.610630407911,65.389369592089,0.1854140914709518,4.449938195302843,5.995055624227441,38.38071693448702,39.24598269468479,0.7416563658838072,93,45,69
110361,Masters,28.10810810810811,71.89189189189189,0.2702702702702703,4.864864864864865,9.45945945945946,35.4954954954955,36.57657657657658,1.0810810810810811,93,45,69
110422,Bachelors,49.757328674043876,50.242671325956124,0.11648223645894001,12.405358182877112,0.6018248883711901,15.880411570568823,56.474470976509416,0.25237817899437004,53,18,29
110468,Masters,29.43661971830986,70.56338028169013,0.7042253521126761,8.028169014084508,5.211267605633803,22.253521126760564,40.985915492957744,0.42253521126760557,7,2,11
110468,Doctorate,25.97402597402597,74.02597402597402,0.3246753246753247,10.064935064935066,7.467532467532467,20.77922077922078,45.12987012987013,0.3246753246753247,7,2,11
110486,Bachelors,36.58994833255049,63.41005166744951,0.4697040864255519,6.294034758102396,4.931892907468296,50.72804133395961,17.660873649600752,0.2818224518553311,79,62,32
110495,Bachelors,32.361896476729015,67.63810352327098,0.34797738147020446,9.7868638538495,1.7398869073510224,50.500217485863416,25.532840365376252,0.5654632448890822,80,59,32
110510,Bachelors,39.01693320790216,60.98306679209784,0.2116650987770461,5.785512699905927,4.703668861712136,59.501411100658515,15.122295390404517,0.3292568203198495,80,62,31
110510,Masters,31.585845347313235,68.41415465268676,0.1310615989515072,6.422018348623854,7.470511140235911,43.11926605504588,21.363040629095675,0.1310615989515072,80,62,31
110529,Bachelors,52.418682235196,47.581317764804005,0.18765638031693077,23.290241868223518,2.6688907422852375,41.492910758965806,18.077564637197664,0.08340283569641367,68,48,32
110538,Bachelors,44.622370936902485,55.37762906309751,0.5975143403441683,5.282026768642448,2.0793499043977053,30.282026768642446,45.98470363288719,0.21510516252390058,63,45,44
110538,Masters,27.636363636363637,72.36363636363636,1.090909090909091,4,1.4545454545454546,16.363636363636363,55.27272727272727,0.36363636363636365,63,45,44
110547,Bachelors,34.28120063191153,65.71879936808847,0.0631911532385466,10.110584518167457,12.73301737756714,58.79936808846762,7.646129541864139,0.2527646129541864,80,65,29
110547,Masters,28.125,71.875,0.13020833333333331,12.239583333333332,12.760416666666666,36.58854166666667,21.744791666666664,0.13020833333333331,80,65,29
110556,Bachelors,40.83316147659311,59.16683852340688,0.5361930294906166,11.775623839967004,2.227263353268715,49.06166219839142,22.313879150340277,0.24747370591874612,79,59,27
110556,Masters,37.1244635193133,62.8755364806867,0.3218884120171674,8.798283261802576,3.755364806866953,35.08583690987124,28.54077253218884,0.1072961373390558,79,59,27
110565,Bachelors,41.827968119242314,58.17203188075769,0.0724562674671359,21.685125763378533,1.7803540006210539,39.48866576958907,22.40968843804989,0.12421074422937584,68,49,26
110565,Masters,41.34975897161221,58.65024102838778,0.05356186395286556,15.372254954472417,2.678093197643278,22.281735404392073,25.49544724156401,0.05356186395286556,68,49,26
110574,Bachelors,35.480799746112346,64.51920025388766,0.12694382735639478,24.341478895588704,9.076483655982228,29.99047921294827,19.07331006029832,0.8886067914947636,67,49,33
110574,Masters,35.130434782608695,64.8695652173913,0.08695652173913043,18.869565217391305,8.17391304347826,14.695652173913043,18.869565217391305,0.782608695652174,67,49,33
110583,Bachelors,41.44890340643957,58.55109659356042,0.15165655622958468,22.246850209986,3.114792347176855,40.71395240317312,19.038730751283246,0.2099860009332711,71,52,30
110583,Masters,35.88332416070446,64.11667583929554,0.1651073197578426,14.309301045679693,3.79746835443038,33.57182168409466,26.307099614749585,0.3302146395156852,71,52,30
110592,Bachelors,39.3099843178254,60.69001568217459,0.06969855375500958,15.333681826102108,3.833420456525527,60.951385258755884,7.614566997734797,0.20909566126502874,84,68,26
110608,Bachelors,42.55583126550869,57.44416873449132,0.1691856530566208,11.042183622828784,4.2409203699526286,43.785247011053464,24.407850214301828,0.1691856530566208,73,57,28
110608,Masters,33.45132743362832,66.54867256637168,0.17699115044247787,8.731563421828909,4.896755162241888,30.973451327433626,28.73156342182891,0.17699115044247787,73,57,28
110617,Bachelors,40.75239398084815,59.247606019151846,0.3693570451436389,19.220246238030096,4.610123119015048,30.054719562243505,30.683994528043772,0.6429548563611491,71,53,32
110617,Masters,37.56345177664975,62.43654822335025,0.5076142131979695,16.878172588832488,4.441624365482234,19.289340101522843,32.48730964467005,0.5076142131979695,71,53,32
110635,Bachelors,48.60098753820832,51.39901246179167,0.1528332941453092,33.928991300258645,1.7869739007759229,14.848342346578885,25.358570420879378,0.0940512579355749,57,27,22
110635,Masters,55.651636812847435,44.348363187152565,0.1852995676343422,14.854848672019767,2.1000617665225447,5.836936380481779,26.652254478072884,0.12353304508956146,57,27,22
110635,Doctorate,54.55974842767296,45.44025157232704,0.15723270440251574,11.79245283018868,3.0660377358490565,8.49056603773585,43.23899371069182,0.07861635220125787,57,27,22
110644,Bachelors,40.15180753891676,59.84819246108324,0.23157082207641835,29.33230412967966,2.367168403447832,19.43908400874823,26.78502508683906,0.488871735494661,65,37,30
110644,Masters,39.90683229813665,60.09316770186336,0.07763975155279502,14.98447204968944,2.018633540372671,10.63664596273292,36.95652173913043,0.15527950310559005,65,37,30
110653,Bachelors,45.68817061862499,54.31182938137502,0.09272751357795735,35.48814412504967,1.8148099085971652,25.314611206782356,15.445754404556894,0.3709100543118294,63,40,32
110653,Masters,49.07292954264524,50.92707045735476,0.2472187886279357,18.912237330037083,2.1013597033374536,11.00123609394314,25.525339925834363,0.12360939431396785,63,40,32
110662,Bachelors,42.075538298623364,57.92446170137663,0.18825744205200612,28.285680668313915,3.0827156136016,20.520061183668666,28.462172020237674,0.2823861630780092,59,32,29
110662,Masters,51.77506390230048,48.22493609769952,0.19880715705765406,17.60863391082079,2.6412950866231184,11.814825333712013,27.32178358420903,0.1420051121840386,59,32,29
110662,Doctorate,52.25707727620505,47.74292272379495,0.22953328232593728,20.58148431522571,3.7490436113236423,10.63504208110176,38.40856924254017,0.22953328232593728,59,32,29
110671,Bachelors,46.819395017793596,53.180604982206404,0.13345195729537368,35.49822064056939,4.114768683274021,37.29982206405694,12.344306049822064,0.42259786476868333,81,53,45
110680,Bachelors,51.071100013142335,48.92889998685767,0.10513865159679327,35.10316730187935,1.3536601393087133,14.706268892101459,20.96201866211066,0.23656196609278488,58,37,32
110680,Doctorate,55.35211267605634,44.647887323943664,0.14084507042253522,16.056338028169016,2.2535211267605635,8.450704225352112,38.45070422535211,0.14084507042253522,58,37,32
110699,Masters,28.57142857142857,71.42857142857143,0.33222591362126247,27.242524916943523,4.983388704318937,10.631229235880399,40.863787375415285,0.6644518272425249,NA,NA,NA
110699,Doctorate,43.16163410301954,56.838365896980456,0.17761989342806395,37.47779751332149,3.9076376554174073,10.8348134991119,30.728241563055064,0.17761989342806395,NA,NA,NA
110705,Bachelors,45.94039054470709,54.059609455292915,0.32545392257622474,18.876327509421035,2.5351147653305928,25.84789311408017,33.60739979445015,0.0342583076396026,62,36,31
110705,Masters,49.72273567467653,50.27726432532348,0.9242144177449169,10.720887245841034,2.5878003696857674,9.611829944547134,45.10166358595194,0.18484288354898337,62,36,31
110714,Bachelors,48.17229336437718,51.82770663562282,0.09313154831199069,21.51338766006985,1.6065192083818391,30.151338766006987,32.526193247962745,0.23282887077997672,67,35,39
111391,Doctorate,36.96682464454976,63.03317535545023,0.47393364928909953,7.109004739336493,7.109004739336493,18.009478672985782,44.54976303317535,0.9478672985781991,NA,NA,NA
111434,Associates,33.756345177664976,66.24365482233503,0.25380710659898476,9.390862944162437,3.807106598984772,52.28426395939086,20.812182741116754,0.7614213197969544,47,10,1
111461,Associates,41.41809290953545,58.58190709046455,0.4400977995110024,12.420537897310513,3.7652811735941323,44.49877750611247,34.42542787286064,0.1466992665036675,41,16,1
111887,Associates,38.19517313746065,61.80482686253935,0.2098635886673662,9.706190975865688,4.72193074501574,71.0912906610703,6.295907660020986,0.15739769150052466,64,38,3
111920,Associates,36.21890547263681,63.78109452736318,0.09950248756218905,26.46766169154229,9.45273631840796,42.08955223880597,11.343283582089553,1.791044776119403,45,17,1
111939,Associates,38.55473820856772,61.44526179143228,0.6057983556901774,8.135006490696668,8.610990913024665,58.76244050194721,17.827780181739506,0.2596278667243618,64,30,0
111948,Bachelors,38.07040417209909,61.929595827900904,0.3911342894393742,11.929595827900913,1.2385919165580181,14.993481095176012,54.823989569752285,0.3259452411994785,78,18,48
112075,Bachelors,33.63970588235294,66.36029411764706,0.3676470588235294,10.845588235294118,4.963235294117647,21.323529411764707,46.32352941176471,0.5514705882352942,83,28,61
112075,Masters,41.948470209339774,58.051529790660226,1.0466988727858293,5.958132045088567,6.521739130434782,21.336553945249598,52.57648953301127,0.40257648953301123,83,28,61
112084,Bachelors,63.57142857142857,36.42857142857142,0.7142857142857143,2.857142857142857,7.142857142857142,25,49.28571428571429,2.142857142857143,100,51,70
112190,Associates,42.91217257318952,57.08782742681048,0.23112480739599386,37.13405238828968,7.010785824345146,25.654853620955315,16.718027734976886,1.078582434514638,34,12,1
112385,Associates,69.88364134154689,30.116358658453112,0.9582477754962354,10.951403148528405,17.31690622861054,24.914442162902123,37.782340862423,0.4791238877481177,68,12,2
112826,Associates,36.689419795221845,63.310580204778155,0.17064846416382254,22.18430034129693,18.25938566552901,41.12627986348123,8.19112627986348,0.3412969283276451,52,23,2
113096,Associates,37.30445246690734,62.69554753309266,0.48134777376654636,31.167268351383875,9.025270758122744,25.511432009626954,24.548736462093864,1.444043321299639,67,25,3
113111,Associates,37.45387453874539,62.54612546125461,0.18450184501845018,4.428044280442804,3.505535055350553,47.23247232472325,36.90036900369004,0.18450184501845018,52,14,0
113236,Associates,35.60606060606061,64.39393939393939,0.15151515151515152,23.939393939393938,3.257575757575758,45.07575757575758,18.333333333333332,0.15151515151515152,61,27,2
113333,Associates,48.24512534818942,51.75487465181059,0.22284122562674097,34.65181058495821,3.1754874651810585,28.969359331476323,19.275766016713092,0.5013927576601671,36,16,3
113573,Associates,37.35294117647059,62.64705882352941,0.39215686274509803,4.509803921568627,2.450980392156863,68.92156862745098,19.11764705882353,0.19607843137254902,76,38,0
113634,Associates,43.48879466989703,56.51120533010297,0.12113870381586916,16.89884918231375,3.4524530587522717,23.62204724409449,36.099333737129015,0.24227740763173833,37,16,1
113698,Bachelors,29.841269841269842,70.15873015873015,1.2698412698412698,30.476190476190478,6.031746031746032,16.19047619047619,33.96825396825397,2.2222222222222223,89,28,61
113856,Associates,34.63268365817092,65.36731634182908,0.19990004997501248,9.89505247376312,1.7491254372813594,75.0624687656172,2.898550724637681,0.04997501249375312,45,21,0
113980,Associates,42.25975070365903,57.74024929634097,0.08041817450743868,15.88258946521914,9.811017289907518,50.06031363088058,14.957780458383596,0.16083634901487737,55,28,0
114266,Associates,35.62753036437247,64.37246963562752,0.1349527665317139,40.08097165991903,1.8893387314439947,41.56545209176788,6.0728744939271255,0.6747638326585695,55,27,1
114354,Associates,13.30166270783848,86.69833729216153,0.831353919239905,8.669833729216151,4.631828978622328,22.446555819477435,33.4916864608076,1.187648456057007,49,27,50
114433,Associates,53.125,46.875,0.5208333333333333,2.083333333333333,11.458333333333332,20.3125,58.333333333333336,3.6458333333333335,59,13,9
114789,Associates,36.44911504424779,63.55088495575221,0.5530973451327433,15.597345132743362,3.982300884955752,56.58185840707964,20.24336283185841,0.05530973451327434,67,32,1
114813,Bachelors,23.294346978557503,76.7056530214425,0.9746588693957114,4.093567251461988,4.1910331384015596,51.85185185185185,31.189083820662766,0.5847953216374269,81,62,71
114813,Masters,34.58904109589041,65.41095890410958,2.3972602739726026,9.246575342465754,4.4520547945205475,33.21917808219178,45.20547945205479,0.684931506849315,81,62,71
114938,Associates,34.751773049645394,65.24822695035462,0.1773049645390071,5.851063829787234,1.950354609929078,61.170212765957444,27.127659574468083,0.3546099290780142,47,25,0
115083,Masters,48.40871021775545,51.59128978224455,0.33500837520938026,16.24790619765494,4.355108877721943,9.045226130653267,21.943048576214405,0.5025125628140703,75,25,30
115126,Associates,44.54933008526187,55.45066991473813,0.24360535931790497,28.197320341047504,1.6138855054811205,28.958587088915955,32.55176613885505,0.33495736906211937,56,23,2
115296,Associates,39.86609860012173,60.133901399878276,0.12172854534388314,9.251369446135119,4.808277541083384,31.40596469872185,42.6049908703591,0.36518563603164944,60,25,2
115728,Bachelors,34.751773049645394,65.24822695035462,0.7092198581560284,4.964539007092199,21.27659574468085,39.71631205673759,24.113475177304963,2.8368794326241136,98,53,82
115728,Masters,19.51219512195122,80.48780487804879,1.2195121951219512,18.29268292682927,31.70731707317073,15.853658536585366,29.268292682926827,1.2195121951219512,98,53,82
115755,Bachelors,42.95704295704296,57.04295704295704,1.3486513486513485,3.3466533466533464,2.997002997002997,30.61938061938062,46.00399600399601,0.24975024975024976,73,56,50
116439,Associates,43.68723098995696,56.31276901004304,0.07173601147776185,25.107604017216644,1.6499282639885222,23.3142037302726,34.36154949784792,0.2869440459110474,41,17,1
116712,Masters,23.021582733812952,76.97841726618705,0.7194244604316548,8.633093525179856,5.0359712230215825,7.913669064748201,53.956834532374096,0.7194244604316548,57,42,33
117140,Bachelors,39.61538461538461,60.38461538461538,0.23076923076923078,5.538461538461538,5.6923076923076925,48.69230769230769,22.076923076923077,0.6923076923076923,79,46,62
117140,Masters,34.06940063091483,65.93059936908517,0.10515247108307045,4.311251314405888,5.573080967402734,33.22818086225026,17.034700315457414,0.10515247108307045,79,46,62
117247,Associates,44.64609800362977,55.35390199637023,0.3629764065335753,29.58257713248639,23.049001814882033,17.96733212341198,12.885662431941924,0.7259528130671506,53,22,1
